"year","week_num","region1","region2","region3","region4","region5","region6","region7","region8","region9","region10"
2006,44,236,219,522,1474,912,835,155,142,801,84
2006,45,205,290,429,1712,1013,1191,154,282,768,95
2006,46,244,322,518,1963,1186,1260,157,195,738,85
2006,47,248,372,485,1811,903,1179,132,193,743,90
2006,48,235,534,638,2330,1155,1237,220,206,868,107
2006,49,282,478,625,2702,1253,1299,262,141,972,108
2006,50,326,526,707,4130,1403,1603,296,219,1062,124
2006,51,271,645,719,3769,1601,1389,378,249,1055,116
2006,52,338,435,695,2453,1858,1360,375,296,995,108
2007,1,359,598,694,2021,1673,1255,335,245,1102,104
2007,2,309,490,612,1839,1508,1198,318,255,1095,137
2007,3,380,512,598,1776,1473,1150,346,266,1241,167
2007,4,309,691,708,2389,1895,2096,536,349,1703,212
2007,5,419,670,621,2623,2462,2127,678,373,1912,235
2007,6,520,730,774,3335,2458,2699,672,422,2242,345
2007,7,496,703,673,3391,2446,2755,575,791,1844,357
2007,8,512,648,679,3504,2460,2940,572,753,1708,272
2007,9,520,547,749,2735,2091,2433,344,708,1395,279
2007,10,459,579,779,2299,2174,1891,272,668,1391,203
2007,11,417,731,764,1742,1973,1652,266,648,1203,201
2007,12,353,522,565,1499,1990,853,149,487,980,164
2007,13,377,477,606,1055,1245,935,103,374,818,158
2007,14,322,363,426,813,885,1026,93,283,689,58
2007,15,284,275,364,973,818,1059,99,168,776,53
2007,16,214,219,309,867,800,792,95,198,625,60
2007,17,180,206,224,781,737,725,83,126,560,73
2007,18,127,168,180,607,594,650,65,119,517,50
2007,19,94,140,221,503,520,644,84,124,477,53
2007,20,37,157,170,402,496,595,63,88,395,39
2007,21,33,165,175,383,498,505,20,69,335,60
2007,22,41,129,134,386,384,515,20,95,296,58
2007,23,25,105,118,262,305,456,14,75,290,29
2007,24,35,115,113,241,269,433,10,81,295,22
2007,25,41,109,101,169,277,383,12,65,264,35
2007,26,42,74,92,194,261,431,13,70,259,19
2007,27,32,85,66,205,220,283,14,63,169,32
2007,28,37,52,87,239,166,207,11,86,172,29
2007,29,31,53,69,172,230,378,18,84,149,27
2007,30,18,65,72,264,228,414,14,73,173,35
2007,31,20,50,58,163,150,320,10,63,176,27
2007,32,21,45,61,217,250,264,14,83,188,29
2007,33,26,72,74,235,237,356,13,66,171,33
2007,34,31,69,68,259,249,419,11,66,248,28
2007,35,32,44,91,292,298,406,15,77,243,28
2007,36,29,32,135,318,340,282,17,92,282,27
2007,37,33,41,129,226,329,500,30,70,300,36
2007,38,43,44,131,174,381,710,25,72,289,44
2007,39,62,67,526,142,371,566,18,59,358,59
2007,40,173,1082,629,1404,695,866,72,172,495,53
2007,41,189,1051,782,1509,752,1076,48,268,696,73
2007,42,190,1281,722,1618,813,1159,101,274,718,65
2007,43,244,1332,786,1615,959,1253,116,280,776,73
2007,44,249,1528,753,1766,927,1371,165,365,684,107
2007,45,241,1678,832,2006,1070,1474,103,389,755,139
2007,46,209,1657,898,2534,1147,1357,101,417,640,144
2007,47,211,1613,953,2229,922,1419,104,267,710,142
2007,48,251,1852,983,2194,1037,1563,120,290,770,111
2007,49,256,1728,921,2082,1016,1065,175,321,741,131
2007,50,222,1896,412,2093,1064,869,174,293,932,136
2007,51,197,1867,1100,2094,1161,805,113,342,954,117
2007,52,215,1968,1047,1959,1227,858,156,316,1051,105
2008,1,245,2000,1041,1998,1418,1170,181,310,1226,117
2008,2,266,1910,1105,2062,1500,2024,235,388,1485,140
2008,3,228,2019,1222,2568,1911,1786,267,381,1623,192
2008,4,309,2564,1560,3834,2614,2928,416,542,2152,252
2008,5,507,3246,1987,6558,3619,4462,818,823,2439,353
2008,6,922,3952,3095,9549,4583,4480,1083,1025,2816,391
2008,7,1049,3998,3057,8406,4787,4175,1330,1260,3181,382
2008,8,1017,3745,3107,8484,4673,3428,1443,1399,2524,425
2008,9,940,3296,2399,6495,4198,2693,1316,1341,2003,346
2008,10,860,3006,1918,4575,3568,2478,894,1210,1522,223
2008,11,612,2808,1576,3705,3153,1588,604,1056,1397,215
2008,12,494,2272,1269,2793,2477,1359,391,770,1045,170
2008,13,365,2028,999,2134,1926,991,367,524,920,122
2008,14,324,1707,834,1775,1431,1084,307,349,675,97
2008,15,257,1479,732,1492,1078,950,171,259,529,98
2008,16,191,1247,630,1234,914,907,152,222,518,64
2008,17,165,1011,568,1161,758,434,105,176,503,72
2008,18,125,886,554,962,648,355,62,144,401,87
2008,19,72,975,517,826,541,424,55,145,379,77
2008,20,46,939,554,856,490,384,34,131,403,67
2008,21,30,980,527,806,476,344,40,118,245,80
2008,22,27,1091,557,676,572,512,23,92,196,57
2008,23,39,980,425,529,367,275,26,80,159,53
2008,24,26,912,405,495,279,434,26,89,175,65
2008,25,27,930,382,445,331,344,25,99,193,66
2008,26,24,829,367,460,252,264,32,80,189,37
2008,27,25,786,351,412,229,294,27,73,172,36
2008,28,29,735,335,422,232,324,29,68,207,50
2008,29,31,708,289,341,209,414,23,79,183,42
2008,30,31,603,271,402,219,313,29,58,187,53
2008,31,25,605,298,384,266,390,23,66,162,70
2008,32,17,635,254,382,312,336,27,67,160,30
2008,33,19,590,269,547,253,353,22,75,203,37
2008,34,32,560,287,501,268,263,18,82,185,41
2008,35,36,630,270,757,286,137,17,88,169,39
2008,36,35,659,344,580,276,227,24,82,186,48
2008,37,42,623,315,562,302,532,36,134,204,38
2008,38,45,927,564,856,314,598,26,122,211,72
2008,39,48,967,605,771,304,256,22,104,259,64
2008,40,160,1014,893,1526,598,650,73,139,544,90
2008,41,190,1154,848,1688,644,574,53,104,604,100
2008,42,140,1136,836,1553,687,477,100,200,642,125
2008,43,199,1126,1010,1876,770,513,70,161,639,121
2008,44,226,1159,1071,2289,688,722,43,135,519,135
2008,45,287,1338,1241,2134,835,543,40,172,550,157
2008,46,266,1384,1261,2482,846,522,61,121,605,119
2008,47,252,1431,1153,2438,878,633,106,113,611,118
2008,48,201,1662,1222,2275,861,554,54,140,575,90
2008,49,304,1934,1433,2518,904,641,48,142,648,136
2008,50,276,1875,1435,2625,974,536,43,150,642,133
2008,51,218,2103,395,2450,906,700,69,128,709,134
2008,52,201,2045,1592,2446,872,637,35,143,655,80
2008,53,196,2196,882,2445,917,688,40,142,976,121
2009,1,216,2036,1450,2195,959,709,63,154,1079,95
2009,2,268,2007,1374,2278,928,946,62,167,1133,126
2009,3,342,2376,1611,2905,1142,1441,91,238,1166,144
2009,4,489,2720,2098,3809,1358,1825,149,296,1425,155
2009,5,1066,2912,2564,5082,1920,2298,204,423,1591,208
2009,6,1293,3163,3594,6356,2131,2511,254,453,1667,245
2009,7,1061,3163,3694,5125,2189,2104,279,336,1722,349
2009,8,941,2696,4147,5550,2256,1765,377,549,1805,364
2009,9,581,2403,3433,4896,2531,1534,432,572,1672,387
2009,10,462,2478,2465,4208,2132,1280,268,572,1437,409
2009,11,424,2362,2265,3118,1657,1118,252,498,1233,350
2009,12,340,2177,2032,2587,1436,845,178,388,1154,263
2009,13,296,1805,1699,2028,1219,691,178,348,1183,222
2009,14,210,1624,1487,1720,1037,836,119,202,1033,192
2009,15,117,1289,1249,1693,984,537,85,232,888,148
2009,16,133,1285,1063,1692,913,687,90,275,1071,139
2009,17,387,4852,2267,3520,2013,1807,148,363,3003,267
2009,18,299,3234,2186,3152,1647,1431,127,383,1785,334
2009,19,241,4704,1533,1748,1285,1197,116,253,1243,234
2009,20,143,13809,1436,1459,1262,875,96,253,1211,230
2009,21,170,15955,1340,1336,1163,843,85,282,1071,149
2009,22,310,11050,1215,1103,1224,714,47,392,877,173
2009,23,278,6496,1599,1102,1192,502,39,297,756,131
2009,24,256,4294,1942,1223,1187,603,26,394,727,128
2009,25,150,2825,1646,1471,880,563,46,334,759,127
2009,26,150,1932,1384,1576,618,666,38,225,741,92
2009,27,123,1417,1155,1268,600,662,37,140,809,79
2009,28,93,1071,997,1471,553,687,50,117,859,66
2009,29,82,1008,930,1566,527,654,64,73,757,74
2009,30,71,925,904,1576,530,531,54,131,758,107
2009,31,59,940,918,1524,590,507,46,77,789,76
2009,32,44,969,856,1804,588,613,79,93,728,103
2009,33,75,973,966,3436,583,1753,117,104,828,106
2009,34,102,1167,1062,6159,778,3224,641,144,940,339
2009,35,144,1426,1318,10272,1583,3982,516,331,1397,381
2009,36,174,1775,2159,9906,2150,3367,610,483,1497,440
2009,37,350,1828,2961,9923,2307,5142,652,777,1743,408
2009,38,486,2133,3349,8539,2279,3444,933,974,1810,507
2009,39,447,1904,3578,8446,2467,5356,1002,1609,2331,779
2009,40,665,2402,6445,11213,4968,9116,2602,4706,4698,1605
2009,41,930,2745,9239,10352,7224,9027,3878,7201,5882,1718
2009,42,1883,4780,15928,9814,11269,7747,4409,7275,4404,1559
2009,43,3222,6327,16526,9640,10959,5809,3135,4902,4648,1243
2009,44,4703,6263,11369,8489,8776,5606,2561,4171,4260,819
2009,45,3365,6135,7475,7048,6334,4183,1709,2445,3382,653
2009,46,2273,5020,4818,6212,4155,3502,984,1616,3488,452
2009,47,861,4334,2868,4517,2315,2740,678,1094,2870,231
2009,48,775,3848,2604,4754,1992,3014,760,817,2877,289
2009,49,595,3348,2505,4170,1889,2749,574,824,2451,220
2009,50,434,3182,2271,3880,1448,2427,453,746,2069,171
2009,51,270,2719,2164,3452,1454,1979,364,507,1521,145
2009,52,267,3010,2203,3414,1417,2334,381,602,1810,175
2010,1,276,2342,2114,3052,1314,2278,418,591,1721,193
2010,2,235,2270,1856,3124,1239,2614,360,445,1776,169
2010,3,278,2432,1811,3525,1326,2463,471,691,1582,178
2010,4,302,2072,2010,3459,1319,2331,443,883,2046,257
2010,5,352,2204,1734,3728,1441,2744,682,763,2162,227
2010,6,327,2205,1424,3651,1493,2323,691,792,2246,229
2010,7,366,2029,1470,3846,1407,2741,707,645,1567,287
2010,8,288,1713,1569,4307,1152,3035,650,867,2257,249
2010,9,234,1424,1738,3558,1032,2629,764,769,2137,201
2010,10,228,1489,1697,4068,896,2661,542,739,1858,176
2010,11,183,1710,1605,3277,922,1841,548,606,1763,146
2010,12,189,1632,1470,2897,754,1671,379,590,1495,114
2010,13,191,1563,1331,2525,730,1390,323,542,1665,99
2010,14,249,1258,1101,2050,670,1283,302,488,1302,110
2010,15,170,1488,1007,2002,706,1262,236,455,1397,78
2010,16,124,1492,1108,1875,563,1146,195,578,1208,73
2010,17,120,1450,1124,1800,609,1257,207,493,1265,115
2010,18,161,1353,1147,1707,606,1128,172,381,1186,73
2010,19,107,1308,998,1746,484,1083,222,395,1269,85
2010,20,114,1284,1099,1697,647,895,163,391,1250,63
2010,21,122,1143,1016,1493,595,896,146,318,1070,54
2010,22,94,1117,1011,1491,597,821,89,281,1022,72
2010,23,102,1008,868,1328,571,699,122,194,823,40
2010,24,92,1010,901,1158,573,533,90,158,758,43
2010,25,91,1106,746,1135,565,601,98,155,784,53
2010,26,79,1020,656,1070,482,489,80,124,695,23
2010,27,84,999,722,1017,481,488,76,132,656,36
2010,28,75,878,569,845,437,492,80,146,669,43
2010,29,89,810,577,837,334,506,68,107,582,40
2010,30,79,825,538,837,317,404,111,136,557,46
2010,31,78,863,555,874,402,467,54,98,642,44
2010,32,91,780,535,1009,451,350,60,119,569,44
2010,33,71,795,620,1090,500,576,51,140,626,49
2010,34,69,701,667,1335,424,538,84,160,395,47
2010,35,57,703,679,1365,455,791,86,216,619,36
2010,36,77,894,815,1466,558,828,94,245,447,69
2010,37,101,907,869,1137,589,739,109,259,742,58
2010,38,115,1184,1018,1441,656,843,124,260,1032,68
2010,39,97,1082,930,1383,521,963,151,237,943,80
2010,40,252,1259,1119,1830,758,1638,216,315,999,87
2010,41,307,1494,1276,2008,900,1575,227,257,1144,159
2010,42,338,1419,1314,2059,987,1705,241,291,1191,139
2010,43,345,1476,1335,2208,1003,1693,213,306,1167,158
2010,44,338,1518,1357,2567,1129,1967,178,354,1430,182
2010,45,302,1804,1495,3030,1073,2093,306,290,1239,175
2010,46,395,2047,1512,3832,1072,2065,270,318,1621,204
2010,47,321,2172,1464,3537,917,1708,162,236,1407,155
2010,48,412,2799,1659,3522,1037,2076,323,344,1669,156
2010,49,423,3010,1605,4034,1091,1952,318,339,2025,161
2010,50,440,3680,1574,6018,1138,2221,362,326,2139,124
2010,51,405,4471,1858,6596,1341,2400,335,302,2025,166
2010,52,411,4173,2131,6147,1613,3062,375,332,1916,186
2011,1,508,3873,2380,5506,1677,2909,389,357,2237,190
2011,2,555,3496,2754,4962,1928,3535,380,409,2460,242
2011,3,568,3251,3895,6652,2720,5130,489,627,2649,276
2011,4,780,3060,4800,8480,3783,5714,878,781,3364,335
2011,5,929,3110,5633,9072,3708,6357,862,967,3267,379
2011,6,1198,3338,5488,8788,3668,5785,943,1238,3593,417
2011,7,1339,3363,5605,8188,3659,7688,1186,1274,3687,578
2011,8,1252,3238,4889,6697,3236,5715,1276,1163,3306,505
2011,9,1035,2653,3835,4467,2962,3853,1056,1104,3090,572
2011,10,960,2283,2830,3443,2557,2944,838,1002,2976,544
2011,11,756,2216,2443,2968,2215,2462,500,815,2545,389
2011,12,616,2042,1869,2490,1717,2031,353,676,1901,336
2011,13,683,2068,1765,2302,1558,1674,257,498,1910,242
2011,14,579,2093,1533,2009,1295,1562,230,361,1624,212
2011,15,499,1702,1133,1775,929,1177,196,331,1456,193
2011,16,390,1626,1121,1606,892,1089,148,272,1399,152
2011,17,368,1385,907,1516,757,1074,116,253,1322,132
2011,18,341,1300,936,1399,714,1002,84,215,1196,120
2011,19,286,1436,936,1331,787,987,95,186,1096,96
2011,20,274,1237,953,1273,616,884,91,185,907,110
2011,21,294,1439,863,1124,529,716,73,155,794,85
2011,22,247,1282,841,1215,675,697,25,123,747,94
2011,23,294,1263,836,1009,531,616,26,122,769,81
2011,24,246,1181,806,848,428,673,8,116,610,73
2011,25,214,1032,653,763,424,575,24,88,592,83
2011,26,187,949,633,698,506,513,8,84,567,73
2011,27,183,849,636,757,485,456,10,104,479,50
2011,28,203,740,542,684,328,553,8,86,533,44
2011,29,207,640,525,686,418,499,18,110,450,44
2011,30,188,692,513,629,416,515,19,104,424,38
2011,31,183,651,494,570,438,479,11,126,222,28
2011,32,194,675,507,719,394,470,12,109,402,41
2011,33,189,640,565,900,443,555,8,116,420,38
2011,34,184,709,601,1078,512,664,17,129,525,25
2011,35,182,661,606,1052,552,828,30,178,557,71
2011,36,172,690,682,1145,564,808,59,163,460,70
2011,37,214,793,891,1373,596,740,103,193,602,62
2011,38,214,795,1109,1258,708,701,56,294,604,83
2011,39,273,1080,1263,1463,749,770,69,292,667,82
2011,40,280,1672,1340,1748,1232,1354,223,499,877,140
2011,41,401,1868,1424,1805,1213,1203,211,528,1000,150
2011,42,381,1813,1414,1791,1206,1376,184,515,1147,131
2011,43,432,1822,1508,1791,1190,1388,280,537,1196,154
2011,44,450,2223,1546,2020,1301,1472,303,592,1312,177
2011,45,471,2248,1681,2233,1255,1409,255,600,1190,154
2011,46,391,2285,1661,2010,1235,1644,220,617,1467,191
2011,47,335,2306,1487,1934,1146,1296,166,580,988,139
2011,48,431,2663,1739,1911,1209,1510,276,567,981,192
2011,49,377,2746,1557,2003,1096,1206,212,547,1307,136
2011,50,448,2731,1691,2129,1184,1454,333,609,1379,179
2011,51,448,2775,1681,2270,1180,1380,269,566,1230,159
2011,52,408,2657,1938,2424,1371,1297,342,596,1147,176
2012,1,419,2636,1779,2067,1240,1445,313,633,1291,169
2012,2,455,2140,1513,2229,1258,1384,364,700,1357,143
2012,3,433,2221,1645,2347,1250,1455,407,680,1346,155
2012,4,486,2155,1655,2612,1435,1642,464,827,1719,214
2012,5,468,2158,1746,2872,1659,1710,643,989,1961,242
2012,6,475,2131,1672,3013,1498,1936,747,1010,1913,229
2012,7,480,2177,1826,3137,1884,2128,839,1081,2073,304
2012,8,449,2398,1740,2901,2163,2205,807,1182,2036,256
2012,9,417,2215,1691,2996,2169,2561,917,1215,2030,307
2012,10,381,2207,1714,3056,2457,2087,859,1171,1533,298
2012,11,406,2468,1679,3040,2810,2593,679,1324,1793,358
2012,12,473,2350,1610,2593,2174,1973,396,940,1637,378
2012,13,358,2179,1439,2207,1531,1825,273,858,2075,272
2012,14,438,2186,1305,1983,1464,1565,211,694,1779,305
2012,15,456,2030,1238,1764,1306,1382,177,641,1396,342
2012,16,381,2013,1214,1730,1184,1450,165,566,1127,293
2012,17,322,1654,1145,1566,1113,1290,157,563,1304,256
2012,18,269,1741,1124,1397,1059,1250,143,447,1315,254
2012,19,301,1865,991,1407,821,1175,97,449,1278,192
2012,20,246,1737,947,1393,746,1135,77,441,1183,157
2012,21,253,1616,874,1568,620,1228,59,370,1167,123
2012,22,214,1509,873,1502,646,816,26,484,981,102
2012,23,206,1493,858,1315,604,916,8,389,890,86
2012,24,205,1451,867,1116,472,807,9,339,796,71
2012,25,216,1530,789,950,492,832,5,317,855,62
2012,26,225,1522,735,918,486,867,6,267,707,53
2012,27,185,1329,685,925,486,769,18,238,614,42
2012,28,220,1387,629,804,517,743,15,236,594,40
2012,29,203,1206,679,704,475,739,11,242,626,46
2012,30,182,1132,686,885,545,683,14,266,668,42
2012,31,182,1024,675,852,607,801,19,252,710,37
2012,32,201,986,652,816,484,853,9,226,755,44
2012,33,191,989,688,999,524,799,13,285,529,34
2012,34,159,1183,741,1215,648,1021,54,267,816,37
2012,35,182,973,825,1198,717,1055,59,312,953,44
2012,36,196,1036,883,1119,657,1023,67,383,875,57
2012,37,233,1237,1083,1096,860,1279,91,407,1038,58
2012,38,231,1407,1229,1151,827,1291,76,331,1034,79
2012,39,236,1405,1240,1217,822,1324,98,379,988,98
2012,40,322,1570,1353,1549,1100,1558,254,421,1142,126
2012,41,295,1734,1435,1682,1127,1894,255,437,1167,132
2012,42,438,1921,1456,1690,1214,1643,323,446,1310,144
2012,43,334,1989,1497,1842,1129,2026,285,416,1267,128
2012,44,314,1584,1447,1987,1253,2100,378,529,1297,172
2012,45,337,1656,1585,2517,1392,2731,340,523,1413,180
2012,46,373,1902,1705,3048,1384,2620,415,582,1364,230
2012,47,325,2150,1915,3539,1345,3057,357,652,1108,202
2012,48,516,2792,2278,4492,1838,3521,510,864,1481,229
2012,49,734,3493,3210,7234,2472,4386,581,1021,1509,237
2012,50,1071,4046,4462,7345,3389,5219,670,1245,1667,318
2012,51,1485,5047,6338,6660,4005,5987,868,1844,1808,290
2012,52,1380,5426,7539,6746,3889,6309,1105,2039,1755,400
2013,1,1344,5450,7018,5301,3545,5924,1173,2143,1852,353
2013,2,1682,6947,8120,5575,3993,6636,1323,2473,2651,496
2013,3,1541,7593,7090,4835,3818,6344,1444,2517,3703,556
2013,4,1283,5890,3683,3759,3152,6220,1393,2275,4245,526
2013,5,1191,4819,4053,3910,2976,5001,1282,2050,4001,525
2013,6,919,4164,3192,3466,2719,3856,1101,1805,3282,483
2013,7,801,3665,3311,3293,2437,3229,811,1473,2929,372
2013,8,657,3982,3197,3135,2182,2815,622,1285,2329,315
2013,9,658,3485,3203,3010,2208,2755,479,1120,2087,226
2013,10,600,3430,3196,3299,1964,2744,456,980,2004,156
2013,11,594,3217,2953,3125,2005,2350,360,914,1695,179
2013,12,550,2870,2623,2740,1787,2189,277,702,1388,128
2013,13,616,2479,2346,2440,1565,2079,245,639,1196,109
2013,14,658,2230,1978,2092,1456,1947,196,598,1022,96
2013,15,678,1937,1762,1686,1242,1759,177,502,1013,62
2013,16,458,1901,1219,1313,1156,1612,148,464,852,65
2013,17,390,1771,1127,1100,1063,1547,165,481,884,61
2013,18,390,1792,1067,868,922,1395,141,496,857,58
2013,19,343,1724,978,891,927,1478,118,452,768,25
2013,20,274,1680,832,873,855,1505,92,394,776,36
2013,21,248,1510,809,828,757,1250,98,389,656,44
2013,22,216,1480,817,702,772,1134,83,400,562,24
2013,23,215,1349,708,520,813,1001,20,350,628,34
2013,24,248,1401,713,583,687,947,16,334,578,32
2013,25,197,1363,711,499,688,1101,22,305,565,23
2013,26,210,1217,621,490,649,927,12,283,492,14
2013,27,174,1179,566,461,587,910,8,217,394,10
2013,28,196,1185,532,399,622,896,8,244,407,21
2013,29,187,1074,517,397,511,808,11,245,414,22
2013,30,166,983,509,469,533,783,10,318,444,18
2013,31,172,946,463,442,483,699,8,257,406,10
2013,32,173,887,517,458,450,822,64,267,419,18
2013,33,160,757,572,507,545,905,55,224,430,13
2013,34,164,811,357,736,520,1047,54,223,390,15
2013,35,162,807,620,823,583,1327,20,160,537,14
2013,36,77,802,894,832,625,1543,72,283,486,12
2013,37,165,899,1007,921,748,1792,97,138,583,24
2013,38,195,1321,1161,848,806,1936,80,157,576,30
2013,39,265,1565,1129,1040,828,2058,143,254,644,37
2013,40,368,1819,1296,1466,1230,1910,182,408,968,73
2013,41,390,1665,1304,1565,1381,2153,236,491,1195,73
2013,42,421,1769,1420,1714,1371,2135,217,391,1146,89
2013,43,391,2032,1566,2108,1508,2393,276,538,1157,81
2013,44,403,2099,1560,2221,1572,2362,268,646,1295,85
2013,45,434,2135,1580,2591,1600,2604,290,695,1520,65
2013,46,440,2139,1684,2596,1594,3152,243,595,1383,83
2013,47,385,2282,1721,2933,1577,3353,290,953,1471,71
2013,48,335,2276,1600,2650,1524,3183,220,894,1219,69
2013,49,440,2978,2097,4050,2001,4473,342,859,1610,92
2013,50,509,2695,1996,3778,2011,5175,395,967,1767,129
2013,51,527,3088,2560,4636,2504,6711,640,1729,2123,218
2013,52,513,3434,3256,4291,2829,7448,746,1700,2149,382
2014,1,509,3356,3982,4765,2988,7796,824,1480,2531,479
2014,2,689,3416,4281,4233,2762,6658,778,1572,3124,576
2014,3,861,3862,4913,4294,2885,5749,914,1380,3290,427
2014,4,889,3322,4366,3732,2695,4686,845,1249,3325,323
2014,5,1004,3293,3770,3220,2255,4562,808,1080,3208,254
2014,6,1036,3286,3314,2893,2100,3946,529,1033,2787,214
2014,7,868,2791,2937,2176,2054,3363,470,921,2425,167
2014,8,702,2657,2851,1962,2118,3328,414,928,2057,157
2014,9,672,2444,2524,1847,2084,2973,386,813,2056,109
2014,10,648,2795,2236,1628,1865,2894,308,762,1745,140
2014,11,545,3347,1955,1197,1853,2472,353,708,1403,75
2014,12,665,4291,1970,1268,1727,2551,255,646,1370,93
2014,13,650,4810,1861,1211,1787,2314,196,571,1122,71
2014,14,825,4623,1964,1093,1786,2314,230,575,1038,105
2014,15,976,4224,1879,1012,1728,2424,188,548,1051,89
2014,16,789,2946,1447,982,1485,2198,167,461,1030,101
2014,17,629,2410,1383,906,1539,2082,176,511,924,110
2014,18,513,2025,1298,849,1436,1816,144,470,955,79
2014,19,490,2182,1286,807,1500,1808,141,398,939,102
2014,20,389,2058,1192,646,1214,1852,110,387,963,88
2014,21,289,1907,1302,661,1172,1795,99,384,830,53
2014,22,217,1746,1125,626,919,1599,109,321,716,27
2014,23,271,1759,1066,659,1018,1448,12,93,666,27
2014,24,236,1609,948,497,890,1321,13,258,620,23
2014,25,224,1842,916,439,878,1173,17,46,507,19
2014,26,231,1707,815,365,611,1096,8,228,436,13
2014,27,142,1403,771,404,491,999,11,204,211,10
2014,28,112,1407,619,225,418,684,7,181,131,14
